0,program,0
0,if,0
0,integer,0
0,then,0
0,else,0
0,begin,0
0,end,0
0,while,0
0,for,0
0,repeat,0
0,until,0
0,read,0
0,decimal,0
0,string,0
0,bool,0
0,true,0
0,false,0
0,.,0
0,(,0
0,),0
0,>,0
0,<,0
0,>=,0
0,<=,0
0,=,0
0,!=,0
0,:=,0
0,!,0
0,+,0
0,-,0
0,/,0
0,*,0
0,%,0
0,//,0
0,_var1,0
0,10,0
0,"10,6",0
